id,category,score,created_at
1952,history,86,"2026-03-28 11:48:32"
1953,math,63,"2026-03-28 11:48:32"
1954,science,58,"2026-03-28 11:48:32"
1955,history,21,"2026-03-28 11:48:32"
1956,math,23,"2026-03-28 11:48:32"
1957,science,46,"2026-03-28 11:48:32"
1958,history,83,"2026-03-28 11:48:32"
1959,math,78,"2026-03-28 11:48:32"
1960,science,42,"2026-03-28 11:48:32"
1961,history,86,"2026-03-28 11:48:32"
1962,math,0,"2026-03-28 11:48:32"
1963,science,44,"2026-03-28 11:48:32"
1964,history,6,"2026-03-28 11:48:32"
1965,math,65,"2026-03-28 11:48:32"
1966,science,67,"2026-03-28 11:48:32"
1967,history,4,"2026-03-28 11:48:32"
1968,math,98,"2026-03-28 11:48:32"
1969,science,13,"2026-03-28 11:48:32"
1970,history,43,"2026-03-28 11:48:32"
1971,math,40,"2026-03-28 11:48:32"
1972,science,77,"2026-03-28 11:48:32"
1973,history,83,"2026-03-28 11:48:32"
1974,math,27,"2026-03-28 11:48:32"
1975,science,60,"2026-03-28 11:48:32"
1976,history,23,"2026-03-28 11:48:32"
1977,math,33,"2026-03-28 11:48:32"
1978,science,98,"2026-03-28 11:48:32"
1979,history,49,"2026-03-28 11:48:32"
1980,math,69,"2026-03-28 11:48:32"
1981,science,13,"2026-03-28 11:48:32"
1982,history,26,"2026-03-28 11:48:32"
1983,math,71,"2026-03-28 11:48:32"
1984,science,12,"2026-03-28 11:48:32"
1985,history,69,"2026-03-28 11:48:32"
1986,math,67,"2026-03-28 11:48:32"
1987,science,69,"2026-03-28 11:48:32"
1988,history,45,"2026-03-28 11:48:32"
1989,math,32,"2026-03-28 11:48:32"
1990,science,28,"2026-03-28 11:48:32"
1991,history,0,"2026-03-28 11:48:32"
1992,math,72,"2026-03-28 11:48:32"
1993,science,33,"2026-03-28 11:48:32"
1994,history,91,"2026-03-28 11:48:32"
1995,math,8,"2026-03-28 11:48:32"
1996,science,78,"2026-03-28 11:48:32"
1997,history,76,"2026-03-28 11:48:32"
1998,math,29,"2026-03-28 11:48:32"
1999,science,22,"2026-03-28 11:48:32"
2000,history,48,"2026-03-28 11:48:32"
2001,math,37,"2026-03-28 11:48:32"
2002,science,62,"2026-03-28 11:48:32"
2003,history,97,"2026-03-28 11:48:32"
2004,math,14,"2026-03-28 11:48:32"
2005,science,69,"2026-03-28 11:48:32"
2006,history,43,"2026-03-28 11:48:32"
2007,math,7,"2026-03-28 11:48:32"
2008,science,15,"2026-03-28 11:48:32"
2009,history,86,"2026-03-28 11:48:32"
2010,math,18,"2026-03-28 11:48:32"
2011,science,45,"2026-03-28 11:48:32"
2012,history,5,"2026-03-28 11:48:32"
2013,math,12,"2026-03-28 11:48:32"
2014,science,76,"2026-03-28 11:48:32"
2015,history,27,"2026-03-28 11:48:32"
2016,math,17,"2026-03-28 11:48:32"
2017,science,21,"2026-03-28 11:48:32"
2018,history,19,"2026-03-28 11:48:32"
2019,math,71,"2026-03-28 11:48:32"
2020,science,27,"2026-03-28 11:48:32"
2021,history,48,"2026-03-28 11:48:32"
2022,math,15,"2026-03-28 11:48:32"
2023,science,80,"2026-03-28 11:48:32"
2024,history,21,"2026-03-28 11:48:32"
2025,math,19,"2026-03-28 11:48:32"
2026,science,10,"2026-03-28 11:48:32"
2027,history,90,"2026-03-28 11:48:32"
2028,math,10,"2026-03-28 11:48:32"
2029,science,91,"2026-03-28 11:48:32"
2030,history,6,"2026-03-28 11:48:32"
2031,math,63,"2026-03-28 11:48:32"
2032,science,91,"2026-03-28 11:48:32"
2033,history,85,"2026-03-28 11:48:32"
2034,math,45,"2026-03-28 11:48:32"
2035,science,82,"2026-03-28 11:48:32"
2036,history,45,"2026-03-28 11:48:32"
2037,math,73,"2026-03-28 11:48:32"
2038,science,58,"2026-03-28 11:48:32"
2039,history,68,"2026-03-28 11:48:32"
2040,math,17,"2026-03-28 11:48:32"
2041,science,16,"2026-03-28 11:48:32"
2042,history,73,"2026-03-28 11:48:32"
2043,math,83,"2026-03-28 11:48:32"
2044,science,48,"2026-03-28 11:48:32"
2045,history,18,"2026-03-28 11:48:32"
2046,math,79,"2026-03-28 11:48:32"
2047,science,31,"2026-03-28 11:48:32"
2048,history,12,"2026-03-28 11:48:32"
2049,math,98,"2026-03-28 11:48:32"
2050,science,11,"2026-03-28 11:48:32"
2051,history,57,"2026-03-28 11:48:32"
2052,math,29,"2026-03-28 11:48:32"
2053,science,93,"2026-03-28 11:48:32"
2054,history,85,"2026-03-28 11:48:32"
2055,math,8,"2026-03-28 11:48:32"
2056,science,3,"2026-03-28 11:48:32"
2057,history,91,"2026-03-28 11:48:32"
2058,math,78,"2026-03-28 11:48:32"
2059,science,72,"2026-03-28 11:48:32"
2060,history,52,"2026-03-28 11:48:32"
2061,math,62,"2026-03-28 11:48:32"
2062,science,52,"2026-03-28 11:48:32"
2063,history,2,"2026-03-28 11:48:32"
2064,math,65,"2026-03-28 11:48:32"
2065,science,4,"2026-03-28 11:48:32"
2066,history,49,"2026-03-28 11:48:32"
2067,math,43,"2026-03-28 11:48:32"
2068,science,28,"2026-03-28 11:48:32"
2069,history,32,"2026-03-28 11:48:32"
2070,math,90,"2026-03-28 11:48:32"
2071,science,37,"2026-03-28 11:48:32"
2072,history,72,"2026-03-28 11:48:32"
2073,math,60,"2026-03-28 11:48:32"
2074,science,22,"2026-03-28 11:48:32"
2075,history,99,"2026-03-28 11:48:32"
2076,math,20,"2026-03-28 11:48:32"
2077,science,70,"2026-03-28 11:48:32"
2078,history,1,"2026-03-28 11:48:32"
2079,math,51,"2026-03-28 11:48:32"
2080,science,29,"2026-03-28 11:48:32"
2081,history,8,"2026-03-28 11:48:32"
2082,math,36,"2026-03-28 11:48:32"
2083,science,56,"2026-03-28 11:48:32"
2084,history,30,"2026-03-28 11:48:32"
2085,math,80,"2026-03-28 11:48:32"
2086,science,74,"2026-03-28 11:48:32"
2087,history,13,"2026-03-28 11:48:32"
2088,math,16,"2026-03-28 11:48:32"
2089,science,26,"2026-03-28 11:48:32"
2090,history,91,"2026-03-28 11:48:32"
2091,math,49,"2026-03-28 11:48:32"
2092,science,29,"2026-03-28 11:48:32"
2093,history,89,"2026-03-28 11:48:32"
2094,math,57,"2026-03-28 11:48:32"
2095,science,89,"2026-03-28 11:48:32"
2096,history,84,"2026-03-28 11:48:32"
2097,math,60,"2026-03-28 11:48:32"
2098,science,15,"2026-03-28 11:48:32"
2099,history,97,"2026-03-28 11:48:32"
2100,math,99,"2026-03-28 11:48:32"
2101,science,73,"2026-03-28 11:48:32"
2102,history,30,"2026-03-28 11:48:32"
2103,math,38,"2026-03-28 11:48:32"
2104,science,70,"2026-03-28 11:48:32"
2105,history,18,"2026-03-28 11:48:32"
2106,math,97,"2026-03-28 11:48:32"
2107,science,65,"2026-03-28 11:48:32"
2108,history,52,"2026-03-28 11:48:32"
2109,math,73,"2026-03-28 11:48:32"
2110,science,7,"2026-03-28 11:48:32"
2111,history,55,"2026-03-28 11:48:32"
2112,math,37,"2026-03-28 11:48:32"
2113,science,53,"2026-03-28 11:48:32"
2114,history,61,"2026-03-28 11:48:32"
2115,math,81,"2026-03-28 11:48:32"
2116,science,7,"2026-03-28 11:48:32"
2117,history,0,"2026-03-28 11:48:32"
2118,math,96,"2026-03-28 11:48:32"
2119,science,88,"2026-03-28 11:48:32"
2120,history,42,"2026-03-28 11:48:32"
2121,math,55,"2026-03-28 11:48:32"
2122,science,37,"2026-03-28 11:48:32"
2123,history,64,"2026-03-28 11:48:32"
2124,math,72,"2026-03-28 11:48:32"
2125,science,11,"2026-03-28 11:48:32"
2126,history,36,"2026-03-28 11:48:32"
2127,math,0,"2026-03-28 11:48:32"
2128,science,94,"2026-03-28 11:48:32"
2129,history,19,"2026-03-28 11:48:32"
2130,math,58,"2026-03-28 11:48:32"
2131,science,86,"2026-03-28 11:48:32"
2132,history,76,"2026-03-28 11:48:32"
2133,math,33,"2026-03-28 11:48:32"
2134,science,49,"2026-03-28 11:48:32"
2135,history,10,"2026-03-28 11:48:32"
2136,math,84,"2026-03-28 11:48:32"
2137,science,61,"2026-03-28 11:48:32"
2138,history,47,"2026-03-28 11:48:32"
2139,math,2,"2026-03-28 11:48:32"
2140,science,64,"2026-03-28 11:48:32"
2141,history,58,"2026-03-28 11:48:32"
2142,math,71,"2026-03-28 11:48:32"
2143,science,37,"2026-03-28 11:48:32"
2144,history,92,"2026-03-28 11:48:32"
2145,math,95,"2026-03-28 11:48:32"
2146,science,64,"2026-03-28 11:48:32"
2147,history,89,"2026-03-28 11:48:32"
2148,math,66,"2026-03-28 11:48:32"
2149,science,5,"2026-03-28 11:48:32"
2150,history,94,"2026-03-28 11:48:32"
2151,math,9,"2026-03-28 11:48:32"
2152,science,25,"2026-03-28 11:48:32"
2153,history,50,"2026-03-28 11:48:32"
2154,math,31,"2026-03-28 11:48:32"
2155,science,65,"2026-03-28 11:48:32"
2156,history,30,"2026-03-28 11:48:32"
2157,math,21,"2026-03-28 11:48:32"
2158,science,48,"2026-03-28 11:48:32"
2159,history,34,"2026-03-28 11:48:32"
2160,math,14,"2026-03-28 11:48:32"
2161,science,75,"2026-03-28 11:48:32"
2162,history,36,"2026-03-28 11:48:32"
2163,math,65,"2026-03-28 11:48:32"
2164,science,27,"2026-03-28 11:48:32"
2165,history,56,"2026-03-28 11:48:32"
2166,math,80,"2026-03-28 11:48:32"
2167,science,46,"2026-03-28 11:48:32"
2168,history,78,"2026-03-28 11:48:32"
2169,math,29,"2026-03-28 11:48:32"
2170,science,68,"2026-03-28 11:48:32"
2171,history,45,"2026-03-28 11:48:32"
2172,math,51,"2026-03-28 11:48:32"
2173,science,76,"2026-03-28 11:48:32"
2174,history,67,"2026-03-28 11:48:32"
2175,math,79,"2026-03-28 11:48:32"
2176,science,14,"2026-03-28 11:48:32"
2177,history,14,"2026-03-28 11:48:32"
2178,math,19,"2026-03-28 11:48:32"
2179,science,56,"2026-03-28 11:48:32"
2180,history,6,"2026-03-28 11:48:32"
2181,math,54,"2026-03-28 11:48:32"
2182,science,89,"2026-03-28 11:48:32"
2183,history,57,"2026-03-28 11:48:32"
2184,math,6,"2026-03-28 11:48:32"
2185,science,48,"2026-03-28 11:48:32"
2186,history,68,"2026-03-28 11:48:32"
2187,math,23,"2026-03-28 11:48:32"
2188,science,95,"2026-03-28 11:48:32"
2189,history,92,"2026-03-28 11:48:32"
2190,math,15,"2026-03-28 11:48:32"
2191,science,46,"2026-03-28 11:48:32"
2192,history,78,"2026-03-28 11:48:32"
2193,math,16,"2026-03-28 11:48:32"
2194,science,78,"2026-03-28 11:48:32"
2195,history,75,"2026-03-28 11:48:32"
2196,math,52,"2026-03-28 11:48:32"
2197,science,57,"2026-03-28 11:48:32"
2198,history,49,"2026-03-28 11:48:32"
2199,math,74,"2026-03-28 11:48:32"
2200,science,87,"2026-03-28 11:48:32"
2201,history,95,"2026-03-28 11:48:32"
2202,math,33,"2026-03-28 11:48:32"
2203,science,26,"2026-03-28 11:48:32"
2204,history,14,"2026-03-28 11:48:32"
2205,math,44,"2026-03-28 11:48:32"
2206,science,59,"2026-03-28 11:48:32"
2207,history,87,"2026-03-28 11:48:32"
2208,math,63,"2026-03-28 11:48:32"
2209,science,83,"2026-03-28 11:48:32"
2210,history,81,"2026-03-28 11:48:32"
2211,math,88,"2026-03-28 11:48:32"
2212,science,3,"2026-03-28 11:48:32"
2213,history,49,"2026-03-28 11:48:32"
2214,math,71,"2026-03-28 11:48:32"
2215,science,84,"2026-03-28 11:48:32"
2216,history,19,"2026-03-28 11:48:32"
2217,math,40,"2026-03-28 11:48:32"
2218,science,53,"2026-03-28 11:48:32"
2219,history,81,"2026-03-28 11:48:32"
2220,math,51,"2026-03-28 11:48:32"
2221,science,79,"2026-03-28 11:48:32"
2222,history,92,"2026-03-28 11:48:32"
2223,math,65,"2026-03-28 11:48:32"
2224,science,82,"2026-03-28 11:48:32"
2225,history,67,"2026-03-28 11:48:32"
2226,math,62,"2026-03-28 11:48:32"
2227,science,82,"2026-03-28 11:48:32"
2228,history,2,"2026-03-28 11:48:32"
2229,math,79,"2026-03-28 11:48:32"
2230,science,17,"2026-03-28 11:48:32"
2231,history,78,"2026-03-28 11:48:32"
2232,math,68,"2026-03-28 11:48:32"
2233,science,8,"2026-03-28 11:48:32"
2234,history,20,"2026-03-28 11:48:32"
2235,math,70,"2026-03-28 11:48:32"
2236,science,13,"2026-03-28 11:48:32"
2237,history,56,"2026-03-28 11:48:32"
2238,math,90,"2026-03-28 11:48:32"
2239,science,66,"2026-03-28 11:48:32"
2240,history,75,"2026-03-28 11:48:32"
2241,math,67,"2026-03-28 11:48:32"
2242,science,22,"2026-03-28 11:48:32"
2243,history,86,"2026-03-28 11:48:32"
2244,math,17,"2026-03-28 11:48:32"
2245,science,56,"2026-03-28 11:48:32"
2246,history,7,"2026-03-28 11:48:32"
2247,math,25,"2026-03-28 11:48:32"
2248,science,63,"2026-03-28 11:48:32"
2249,history,40,"2026-03-28 11:48:32"
2250,math,31,"2026-03-28 11:48:32"
2251,science,6,"2026-03-28 11:48:32"
2252,history,35,"2026-03-28 11:48:32"
2253,math,26,"2026-03-28 11:48:32"
2254,science,29,"2026-03-28 11:48:32"
2255,history,93,"2026-03-28 11:48:32"
2256,math,23,"2026-03-28 11:48:32"
2257,science,5,"2026-03-28 11:48:32"
2258,history,81,"2026-03-28 11:48:32"
2259,math,8,"2026-03-28 11:48:32"
2260,science,42,"2026-03-28 11:48:32"
2261,history,41,"2026-03-28 11:48:32"
2262,math,70,"2026-03-28 11:48:32"
2263,science,89,"2026-03-28 11:48:32"
2264,history,9,"2026-03-28 11:48:32"
2265,math,60,"2026-03-28 11:48:32"
2266,science,90,"2026-03-28 11:48:32"
2267,history,49,"2026-03-28 11:48:32"
2268,math,16,"2026-03-28 11:48:32"
2269,science,6,"2026-03-28 11:48:32"
2270,history,24,"2026-03-28 11:48:32"
2271,math,72,"2026-03-28 11:48:32"
2272,science,84,"2026-03-28 11:48:32"
2273,history,47,"2026-03-28 11:48:32"
2274,math,85,"2026-03-28 11:48:32"
2275,science,28,"2026-03-28 11:48:32"
2276,history,34,"2026-03-28 11:48:32"
2277,math,35,"2026-03-28 11:48:32"
2278,science,55,"2026-03-28 11:48:32"
2279,history,27,"2026-03-28 11:48:32"
2280,math,31,"2026-03-28 11:48:32"
2281,science,38,"2026-03-28 11:48:32"
2282,history,54,"2026-03-28 11:48:32"
2283,math,50,"2026-03-28 11:48:32"
2284,science,44,"2026-03-28 11:48:32"
2285,history,87,"2026-03-28 11:48:32"
2286,math,94,"2026-03-28 11:48:32"
2287,science,73,"2026-03-28 11:48:32"
2288,history,76,"2026-03-28 11:48:32"
2289,math,4,"2026-03-28 11:48:32"
2290,science,47,"2026-03-28 11:48:32"
2291,history,94,"2026-03-28 11:48:32"
2292,math,98,"2026-03-28 11:48:32"
2293,science,76,"2026-03-28 11:48:32"
2294,history,63,"2026-03-28 11:48:32"
2295,math,43,"2026-03-28 11:48:32"
2296,science,71,"2026-03-28 11:48:32"
2297,history,94,"2026-03-28 11:48:32"
2298,math,48,"2026-03-28 11:48:32"
2299,science,45,"2026-03-28 11:48:32"
2300,history,14,"2026-03-28 11:48:32"
2301,math,52,"2026-03-28 11:48:32"
2302,science,73,"2026-03-28 11:48:32"
2303,history,9,"2026-03-28 11:48:32"
2304,math,86,"2026-03-28 11:48:32"
2305,science,19,"2026-03-28 11:48:32"
2306,history,56,"2026-03-28 11:48:32"
2307,math,38,"2026-03-28 11:48:32"
2308,science,58,"2026-03-28 11:48:32"
2309,history,32,"2026-03-28 11:48:32"
2310,math,47,"2026-03-28 11:48:32"
2311,science,84,"2026-03-28 11:48:32"
2312,history,15,"2026-03-28 11:48:32"
2313,math,47,"2026-03-28 11:48:32"
2314,science,69,"2026-03-28 11:48:32"
2315,history,41,"2026-03-28 11:48:32"
2316,math,47,"2026-03-28 11:48:32"
2317,science,8,"2026-03-28 11:48:32"
2318,history,60,"2026-03-28 11:48:32"
2319,math,51,"2026-03-28 11:48:32"
2320,science,34,"2026-03-28 11:48:32"
2321,history,57,"2026-03-28 11:48:32"
2322,math,51,"2026-03-28 11:48:32"
2323,science,42,"2026-03-28 11:48:32"
2324,history,86,"2026-03-28 11:48:32"
2325,math,47,"2026-03-28 11:48:32"
2326,science,68,"2026-03-28 11:48:32"
2327,history,28,"2026-03-28 11:48:32"
2328,math,86,"2026-03-28 11:48:32"
2329,science,44,"2026-03-28 11:48:32"
2330,history,12,"2026-03-28 11:48:32"
2331,math,4,"2026-03-28 11:48:32"
2332,science,25,"2026-03-28 11:48:32"
2333,history,27,"2026-03-28 11:48:32"
2334,math,73,"2026-03-28 11:48:32"
2335,science,40,"2026-03-28 11:48:32"
2336,history,8,"2026-03-28 11:48:32"
2337,math,34,"2026-03-28 11:48:32"
2338,science,64,"2026-03-28 11:48:32"
2339,history,44,"2026-03-28 11:48:32"
2340,math,27,"2026-03-28 11:48:32"
2341,science,42,"2026-03-28 11:48:32"
2342,history,1,"2026-03-28 11:48:32"
2343,math,86,"2026-03-28 11:48:32"
2344,science,20,"2026-03-28 11:48:32"
2345,history,88,"2026-03-28 11:48:32"
2346,math,97,"2026-03-28 11:48:32"
2347,science,12,"2026-03-28 11:48:32"
2348,history,25,"2026-03-28 11:48:32"
2349,math,65,"2026-03-28 11:48:32"
2350,science,28,"2026-03-28 11:48:32"
2351,history,55,"2026-03-28 11:48:32"
2352,math,71,"2026-03-28 11:48:32"
2353,science,78,"2026-03-28 11:48:32"
2354,history,2,"2026-03-28 11:48:32"
2355,math,50,"2026-03-28 11:48:32"
2356,science,12,"2026-03-28 11:48:32"
2357,history,7,"2026-03-28 11:48:32"
2358,math,58,"2026-03-28 11:48:32"
2359,science,30,"2026-03-28 11:48:32"
2360,history,49,"2026-03-28 11:48:32"
2361,math,97,"2026-03-28 11:48:32"
2362,science,92,"2026-03-28 11:48:32"
2363,history,32,"2026-03-28 11:48:32"
2364,math,74,"2026-03-28 11:48:32"
2365,science,80,"2026-03-28 11:48:32"
2366,history,93,"2026-03-28 11:48:32"
2367,math,5,"2026-03-28 11:48:32"
2368,science,76,"2026-03-28 11:48:32"
2369,history,66,"2026-03-28 11:48:32"
2370,math,51,"2026-03-28 11:48:32"
2371,science,43,"2026-03-28 11:48:32"
2372,history,66,"2026-03-28 11:48:32"
2373,math,95,"2026-03-28 11:48:32"
2374,science,2,"2026-03-28 11:48:32"
2375,history,29,"2026-03-28 11:48:32"
2376,math,38,"2026-03-28 11:48:32"
2377,science,26,"2026-03-28 11:48:32"
2378,history,68,"2026-03-28 11:48:32"
2379,math,16,"2026-03-28 11:48:32"
2380,science,38,"2026-03-28 11:48:32"
2381,history,31,"2026-03-28 11:48:32"
2382,math,86,"2026-03-28 11:48:32"
2383,science,10,"2026-03-28 11:48:32"
2384,history,39,"2026-03-28 11:48:32"
2385,math,56,"2026-03-28 11:48:32"
2386,science,83,"2026-03-28 11:48:32"
2387,history,36,"2026-03-28 11:48:32"
2388,math,40,"2026-03-28 11:48:32"
2389,science,31,"2026-03-28 11:48:32"
2390,history,59,"2026-03-28 11:48:32"
2391,math,52,"2026-03-28 11:48:32"
2392,science,52,"2026-03-28 11:48:32"
2393,history,73,"2026-03-28 11:48:32"
2394,math,33,"2026-03-28 11:48:32"
2395,science,3,"2026-03-28 11:48:32"
2396,history,34,"2026-03-28 11:48:32"
2397,math,35,"2026-03-28 11:48:32"
2398,science,90,"2026-03-28 11:48:32"
2399,history,84,"2026-03-28 11:48:32"
2400,math,34,"2026-03-28 11:48:32"
2401,science,70,"2026-03-28 11:48:32"
2402,history,68,"2026-03-28 11:48:32"
2403,math,41,"2026-03-28 11:48:32"
2404,science,37,"2026-03-28 11:48:32"
2405,history,37,"2026-03-28 11:48:32"
2406,math,33,"2026-03-28 11:48:32"
2407,science,48,"2026-03-28 11:48:32"
2408,history,61,"2026-03-28 11:48:32"
2409,math,49,"2026-03-28 11:48:32"
2410,science,43,"2026-03-28 11:48:32"
2411,history,19,"2026-03-28 11:48:32"
2412,math,71,"2026-03-28 11:48:32"
2413,science,84,"2026-03-28 11:48:32"
2414,history,4,"2026-03-28 11:48:32"
2415,math,61,"2026-03-28 11:48:32"
2416,science,7,"2026-03-28 11:48:32"
2417,history,58,"2026-03-28 11:48:32"
2418,math,86,"2026-03-28 11:48:32"
2419,science,45,"2026-03-28 11:48:32"
2420,history,6,"2026-03-28 11:48:32"
2421,math,70,"2026-03-28 11:48:32"
2422,science,31,"2026-03-28 11:48:32"
2423,history,19,"2026-03-28 11:48:32"
2424,math,73,"2026-03-28 11:48:32"
2425,science,68,"2026-03-28 11:48:32"
2426,history,76,"2026-03-28 11:48:32"
2427,math,67,"2026-03-28 11:48:32"
2428,science,63,"2026-03-28 11:48:32"
2429,history,49,"2026-03-28 11:48:32"
2430,math,13,"2026-03-28 11:48:32"
2431,science,91,"2026-03-28 11:48:32"
2432,history,43,"2026-03-28 11:48:32"
2433,math,21,"2026-03-28 11:48:32"
2434,science,23,"2026-03-28 11:48:32"
2435,history,43,"2026-03-28 11:48:32"
2436,math,84,"2026-03-28 11:48:32"
2437,science,58,"2026-03-28 11:48:32"
2438,history,0,"2026-03-28 11:48:32"
2439,math,10,"2026-03-28 11:48:32"
2440,science,70,"2026-03-28 11:48:32"
2441,history,6,"2026-03-28 11:48:32"
2442,math,32,"2026-03-28 11:48:32"
2443,science,69,"2026-03-28 11:48:32"
2444,history,90,"2026-03-28 11:48:32"
2445,math,8,"2026-03-28 11:48:32"
2446,science,95,"2026-03-28 11:48:32"
2447,history,23,"2026-03-28 11:48:32"
2448,math,19,"2026-03-28 11:48:32"
2449,science,27,"2026-03-28 11:48:32"
2450,history,26,"2026-03-28 11:48:32"
2451,math,63,"2026-03-28 11:48:32"
2452,science,24,"2026-03-28 11:48:32"
2453,history,87,"2026-03-28 11:48:32"
2454,math,12,"2026-03-28 11:48:32"
2455,science,15,"2026-03-28 11:48:32"
2456,history,40,"2026-03-28 11:48:32"
2457,math,49,"2026-03-28 11:48:32"
2458,science,96,"2026-03-28 11:48:32"
2459,history,47,"2026-03-28 11:48:32"
2460,math,74,"2026-03-28 11:48:32"
2461,science,61,"2026-03-28 11:48:32"
2462,history,56,"2026-03-28 11:48:32"
2463,math,49,"2026-03-28 11:48:32"
2464,science,19,"2026-03-28 11:48:32"
2465,history,92,"2026-03-28 11:48:32"
2466,math,88,"2026-03-28 11:48:32"
2467,science,88,"2026-03-28 11:48:32"
2468,history,9,"2026-03-28 11:48:32"
2469,math,68,"2026-03-28 11:48:32"
2470,science,65,"2026-03-28 11:48:32"
2471,history,25,"2026-03-28 11:48:32"
2472,math,38,"2026-03-28 11:48:32"
2473,science,35,"2026-03-28 11:48:32"
2474,history,91,"2026-03-28 11:48:32"
2475,math,16,"2026-03-28 11:48:32"
2476,science,51,"2026-03-28 11:48:32"
2477,history,80,"2026-03-28 11:48:32"
2478,math,85,"2026-03-28 11:48:32"
2479,science,91,"2026-03-28 11:48:32"
2480,history,83,"2026-03-28 11:48:32"
2481,math,66,"2026-03-28 11:48:32"
2482,science,63,"2026-03-28 11:48:32"
2483,history,77,"2026-03-28 11:48:32"
2484,math,23,"2026-03-28 11:48:32"
2485,science,30,"2026-03-28 11:48:32"
2486,history,42,"2026-03-28 11:48:32"
2487,math,84,"2026-03-28 11:48:32"
2488,science,67,"2026-03-28 11:48:32"
2489,history,45,"2026-03-28 11:48:32"
2490,math,43,"2026-03-28 11:48:32"
2491,science,26,"2026-03-28 11:48:32"
2492,history,43,"2026-03-28 11:48:32"
2493,math,92,"2026-03-28 11:48:32"
2494,science,93,"2026-03-28 11:48:32"
2495,history,99,"2026-03-28 11:48:32"
2496,math,81,"2026-03-28 11:48:32"
2497,science,9,"2026-03-28 11:48:32"
2498,history,43,"2026-03-28 11:48:32"
2499,math,69,"2026-03-28 11:48:32"
2500,science,33,"2026-03-28 11:48:32"
2501,history,16,"2026-03-28 11:48:32"
2502,math,16,"2026-03-28 11:48:32"
2503,science,38,"2026-03-28 11:48:32"
2504,history,48,"2026-03-28 11:48:32"
2505,math,92,"2026-03-28 11:48:32"
2506,science,72,"2026-03-28 11:48:32"
2507,history,22,"2026-03-28 11:48:32"
2508,math,24,"2026-03-28 11:48:32"
2509,science,74,"2026-03-28 11:48:32"
2510,history,50,"2026-03-28 11:48:32"
2511,math,44,"2026-03-28 11:48:32"
2512,science,23,"2026-03-28 11:48:32"
2513,history,64,"2026-03-28 11:48:32"
2514,math,40,"2026-03-28 11:48:32"
2515,science,15,"2026-03-28 11:48:32"
2516,history,18,"2026-03-28 11:48:32"
2517,math,0,"2026-03-28 11:48:32"
2518,science,45,"2026-03-28 11:48:32"
2519,history,29,"2026-03-28 11:48:32"
2520,math,35,"2026-03-28 11:48:32"
2521,science,98,"2026-03-28 11:48:32"
2522,history,1,"2026-03-28 11:48:32"
2523,math,84,"2026-03-28 11:48:32"
2524,science,49,"2026-03-28 11:48:32"
2525,history,39,"2026-03-28 11:48:32"
2526,math,97,"2026-03-28 11:48:32"
2527,science,85,"2026-03-28 11:48:32"
2528,history,5,"2026-03-28 11:48:32"
2529,math,8,"2026-03-28 11:48:32"
2530,science,36,"2026-03-28 11:48:32"
2531,history,68,"2026-03-28 11:48:32"
2532,math,45,"2026-03-28 11:48:32"
2533,science,40,"2026-03-28 11:48:32"
2534,history,57,"2026-03-28 11:48:32"
2535,math,30,"2026-03-28 11:48:32"
2536,science,7,"2026-03-28 11:48:32"
2537,history,8,"2026-03-28 11:48:32"
2538,math,70,"2026-03-28 11:48:32"
2539,science,4,"2026-03-28 11:48:32"
2540,history,47,"2026-03-28 11:48:32"
2541,math,27,"2026-03-28 11:48:32"
2542,science,80,"2026-03-28 11:48:32"
2543,history,75,"2026-03-28 11:48:32"
2544,math,35,"2026-03-28 11:48:32"
2545,science,14,"2026-03-28 11:48:32"
2546,history,95,"2026-03-28 11:48:32"
2547,math,85,"2026-03-28 11:48:32"
2548,science,78,"2026-03-28 11:48:32"
2549,history,8,"2026-03-28 11:48:32"
2550,math,59,"2026-03-28 11:48:32"
2551,science,68,"2026-03-28 11:48:32"
2552,history,97,"2026-03-28 11:48:32"
2553,math,1,"2026-03-28 11:48:32"
2554,science,69,"2026-03-28 11:48:32"
2555,history,66,"2026-03-28 11:48:32"
2556,math,27,"2026-03-28 11:48:32"
2557,science,64,"2026-03-28 11:48:32"
2558,history,63,"2026-03-28 11:48:32"
2559,math,32,"2026-03-28 11:48:32"
2560,science,63,"2026-03-28 11:48:32"
2561,history,63,"2026-03-28 11:48:32"
2562,math,26,"2026-03-28 11:48:32"
2563,science,55,"2026-03-28 11:48:32"
2564,history,53,"2026-03-28 11:48:32"
2565,math,61,"2026-03-28 11:48:32"
2566,science,26,"2026-03-28 11:48:32"
2567,history,92,"2026-03-28 11:48:32"
2568,math,98,"2026-03-28 11:48:32"
2569,science,78,"2026-03-28 11:48:32"
2570,history,71,"2026-03-28 11:48:32"
2571,math,71,"2026-03-28 11:48:32"
2572,science,43,"2026-03-28 11:48:32"
2573,history,61,"2026-03-28 11:48:32"
2574,math,97,"2026-03-28 11:48:32"
2575,science,25,"2026-03-28 11:48:32"
2576,history,3,"2026-03-28 11:48:32"
2577,math,0,"2026-03-28 11:48:32"
2578,science,96,"2026-03-28 11:48:32"
2579,history,10,"2026-03-28 11:48:32"
2580,math,14,"2026-03-28 11:48:32"
2581,science,6,"2026-03-28 11:48:32"
2582,history,69,"2026-03-28 11:48:32"
2583,math,91,"2026-03-28 11:48:32"
2584,science,93,"2026-03-28 11:48:32"
2585,history,40,"2026-03-28 11:48:32"
2586,math,95,"2026-03-28 11:48:32"
